,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN,bedroom_ratio,household_rooms
11747,-121.14,38.84,22.0,7.919719760924575,6.073044534100405,7.057897937411856,6.061456918928017,4.2143,236500.0,False,True,False,False,False,0.7668256854320079,1.306570329023339
12014,-117.59,33.93,17.0,5.82600010738045,3.871201010907891,5.303304908059076,3.8501476017100584,7.8118,244200.0,False,True,False,False,False,0.6644697802191601,1.5131887683456107
13668,-117.27,34.08,38.0,6.9975959829819265,5.54907608489522,6.75343791859778,5.3612921657094255,1.4279,73000.0,False,True,False,False,False,0.7929974949097532,1.3052069849388592
7718,-118.13,33.95,24.0,8.804325112562537,7.52456122628536,8.2409125416889,7.459338895220296,3.1104,230000.0,True,False,False,False,False,0.8546437268143205,1.1803090376017191
6655,-118.13,34.16,33.0,7.894690850425624,6.57507584059962,7.62608275807238,6.541029999189903,2.4817,169500.0,True,False,False,False,False,0.8328477916580027,1.206949188645117
4899,-118.25,34.01,45.0,6.663132695990803,5.602118820879701,6.93828448401696,5.4638318050256105,1.0898,93400.0,True,False,False,False,False,0.8407635081694362,1.2194981349649308
6425,-118.0,34.13,35.0,6.913737350659685,5.41610040220442,6.610696044717759,5.402677381872279,3.5481,158100.0,False,True,False,False,False,0.7833824352161186,1.2796872480036467
5610,-118.26,33.78,27.0,7.422373700986824,6.198478716492308,7.452402451223638,6.137727054086234,2.0458,174500.0,False,False,False,False,True,0.8351073344189345,1.209303319548126
17812,-121.86,37.39,17.0,7.48324441607385,5.796057750765372,7.119635638017636,5.799092654460526,5.4225,258100.0,True,False,False,False,False,0.7745380784724287,1.2904164258037703
20559,-121.79,38.67,30.0,7.864419904994565,5.996452088619021,6.889591308354466,6.0063531596017325,4.7222,167200.0,False,True,False,False,False,0.7624786266576091,1.309350232332332
9333,-122.64,38.01,36.0,7.090076835776092,5.4510384535657,6.313548046277095,5.438079308923196,3.7321,266700.0,False,False,False,False,True,0.7688264287997691,1.3037832721825477
6997,-118.03,33.95,37.0,7.480428306074208,5.7745515455444085,6.840546529288687,5.7899601708972535,4.1471,177800.0,True,False,False,False,False,0.7719546674694276,1.2919654169080383
19594,-120.86,37.6,25.0,7.072421900537371,5.332718793265369,6.565264970035361,5.3706380281276624,4.5625,133600.0,False,True,False,False,False,0.7540159323442204,1.3168681008656606
6897,-118.12,34.04,35.0,6.946013991099227,5.3471075307174685,6.395261598115449,5.25227342804663,5.9214,254900.0,True,False,False,False,False,0.7698094961469079,1.3224776063653099
15925,-122.44,37.73,52.0,7.775695749915245,6.20050917404269,7.303843225277705,6.104793232414985,4.3898,270000.0,False,False,False,True,False,0.797421783653286,1.2737033760010363
16708,-120.57,35.18,16.0,8.558335134747413,6.822197390620491,7.734121303328305,6.697034247666484,4.0403,346100.0,True,False,False,False,False,0.7971407152451782,1.2779291277671876
6132,-117.98,34.07,28.0,6.091309882077698,4.672828834461906,6.22455842927536,4.6913478822291435,2.9107,152500.0,False,True,False,False,False,0.7671303750627838,1.2984135977533493
9090,-118.22,34.66,17.0,8.24564690087386,6.4967749901858625,7.532623618788788,6.375024819828097,4.9,152400.0,False,True,False,False,False,0.7879036136627855,1.2934297722618442
9447,-119.8,37.5,15.0,6.897704943128636,5.220355825078324,6.008813185442595,5.0238805208462765,3.1771,121900.0,False,True,False,False,False,0.7568250408099502,1.372983476519205
8155,-118.1,33.82,36.0,7.5740450053721995,5.849324779946859,6.77078942390898,5.820082930352362,5.2155,254800.0,True,False,False,False,False,0.7722854532548972,1.301363759934199
14184,-117.08,32.7,35.0,7.298445101508147,5.579729825986222,6.748759547491679,5.634789603169249,3.1786,100600.0,False,False,False,False,True,0.7645093918474812,1.2952471370720187
4523,-118.21,34.04,47.0,7.189922170745808,5.976350909297934,7.351158226430694,5.8664680569332965,2.8,148400.0,True,False,False,False,False,0.8312121838556716,1.225596406725233
13019,-121.22,38.68,10.0,8.742414582525413,7.153833801578843,7.991253929840199,7.064759027791802,3.4506,139000.0,False,True,False,False,False,0.8182903858023537,1.2374681922106532
16707,-120.43,35.17,16.0,6.854354502255021,5.099866427824199,6.169610732491456,4.927253685157205,3.851,315000.0,True,False,False,False,False,0.7440330706773903,1.391110533420065
17244,-119.67,34.43,39.0,7.291656209174461,5.945420608606575,7.247792581767846,5.926926025970411,2.3681,241400.0,True,False,False,False,False,0.8153731385643177,1.2302593582616217
10028,-121.05,39.23,20.0,7.399398083331354,5.926926025970411,6.960347729101308,5.968707559985366,1.5313,154900.0,False,True,False,False,False,0.801001102957552,1.2396985459528018
15124,-116.88,32.86,9.0,8.022896869601457,6.156978985585555,7.331714969726466,6.246106765481563,5.0733,196600.0,True,False,False,False,False,0.7674259168049616,1.2844636140290033
13650,-117.31,34.08,37.0,6.860663671448287,5.44673737166631,6.416732282512326,5.442417710521793,1.9926,81500.0,False,True,False,False,False,0.7939082328629152,1.2605911630385531
800,-122.07,37.63,27.0,7.932003152361385,6.584791392385716,7.615298339825815,6.542471960506805,2.4808,157600.0,False,False,False,True,False,0.8301549136960946,1.2123862662679172
2605,-124.14,41.06,32.0,6.928537818164665,5.375278407684165,6.045005314036012,5.293304824724492,3.0208,143400.0,False,False,False,False,True,0.7758171419071578,1.3089247733858373
9985,-122.57,38.58,18.0,7.642044402873258,6.2285110035911835,6.831953565565855,6.1903154058531475,1.9925,225000.0,False,True,False,False,False,0.8150320353084296,1.234516159814321
10711,-117.7,33.6,25.0,7.186901020411631,5.69035945432406,5.983936280687191,5.631211781821365,3.1131,77100.0,True,False,False,False,False,0.7917681679715333,1.2762618951061884
9565,-120.59,37.36,11.0,8.280711075662847,6.88653164253051,7.942717540573791,6.860663671448287,2.0179,87300.0,False,True,False,False,False,0.8316353003512157,1.2069839700966989
14509,-117.21,32.87,12.0,7.264730177929867,5.717027701406222,6.270988431858299,5.598421958998375,4.1429,254400.0,False,False,False,False,True,0.7869566468930201,1.2976389116674611
2494,-120.19,36.6,25.0,6.775366090936392,5.3706380281276624,6.837332814685591,5.3706380281276624,1.5536,58300.0,False,True,False,False,False,0.7926712676547655,1.2615570171461457
9317,-122.49,37.99,27.0,8.607216694063826,6.628041376179533,7.558516743045645,6.639875833826536,6.994,420800.0,False,False,False,True,False,0.7700562925005386,1.2962918147075528
15378,-117.24,33.36,11.0,7.932721027481948,6.175867270105761,7.1316985104669115,6.111467339502679,4.5,222600.0,True,False,False,False,False,0.7785307524001184,1.2980059594211093
15133,-116.93,32.83,21.0,7.157735484249907,5.631211781821365,6.529418838262226,5.66988092298052,2.3203,163500.0,True,False,False,False,False,0.7867309142971894,1.262413722877139
11587,-118.02,33.78,28.0,8.124446855715847,6.327936783729195,7.470224135899966,6.318968113746434,5.5446,228900.0,True,False,False,False,False,0.7788760140977793,1.2857236671351024
3794,-118.37,34.16,40.0,7.587817219993427,5.948034989180646,6.652863029353347,5.8664680569332965,4.4122,282300.0,True,False,False,False,False,0.7838927608203243,1.2934217226369709
17463,-119.88,34.43,16.0,7.699389406256737,6.295266001439646,7.113142108707088,6.318968113746434,3.75,223100.0,False,False,False,False,True,0.8176318496534205,1.2184567587083246
6954,-118.06,33.98,40.0,7.252053951852814,5.545177444479562,6.838405200847344,5.6131281063880705,4.2206,178000.0,True,False,False,False,False,0.7646354372560665,1.2919808374940793
17546,-121.87,37.34,39.0,7.8160138391590275,6.295266001439646,7.596392304064196,6.2285110035911835,2.4306,289100.0,True,False,False,False,False,0.8054317879914338,1.2548767810882142
9258,-120.06,36.96,44.0,7.161622002939187,5.69035945432406,6.584791392385716,5.662960480135946,1.6534,61400.0,False,True,False,False,False,0.7945629428624815,1.2646427655746706
7291,-118.22,33.98,18.0,7.485491608030754,6.641182169740591,7.5569505720129,6.555356891810665,1.2059,255000.0,True,False,False,False,False,0.8872072159717136,1.141889256614246
17738,-121.78,37.31,25.0,7.646831391430482,5.697093486505405,6.891625897052253,5.82600010738045,6.4664,271500.0,True,False,False,False,False,0.7450266907793892,1.3125354017318642
3295,-122.52,38.99,16.0,6.883462586413092,5.393627546352362,5.823045895483019,5.049856007249537,1.6607,77800.0,False,True,False,False,False,0.7835631382668604,1.3631007649586924
124,-122.24,37.85,52.0,7.868254265520613,5.902633333401366,6.804614520062624,5.908082938168931,7.2354,391100.0,False,False,False,True,False,0.7501833487089034,1.331777896123982
20035,-119.01,36.07,44.0,7.804251383528112,6.3561076606958915,7.193685818395112,6.2324480165505225,1.6103,50900.0,False,True,False,False,False,0.8144416867595121,1.2521967873303719
11483,-118.0,33.73,26.0,7.71289096149013,5.638354669333745,6.697034247666484,5.645446897643238,6.7395,342800.0,True,False,False,False,False,0.7310299986717841,1.3662144204580107
5435,-118.42,34.01,32.0,7.170888478512505,5.877735781779639,6.556778356158042,5.7430031878094825,3.5667,394000.0,True,False,False,False,False,0.8196663215990898,1.248630419313358
18653,-121.98,36.96,31.0,8.07402621612406,6.584791392385716,7.306531398939505,6.541029999189903,3.6619,245100.0,False,False,False,False,True,0.8155523918458054,1.2343661804217405
1868,-119.95,38.95,22.0,6.9650803456014065,5.8664680569332965,6.747586526829315,5.598421958998375,2.02,87500.0,False,True,False,False,False,0.842268540468179,1.244114930352185
16013,-122.47,37.74,52.0,8.242229891372231,6.505784060128229,7.3987862754199485,6.490723534502507,5.6787,363600.0,False,False,False,True,False,0.7893232955002053,1.2698476290908562
11547,-118.02,33.74,26.0,8.254008590564844,6.413458957167357,7.581719640125308,6.39024066706535,6.128,248200.0,True,False,False,False,False,0.7770114226072627,1.2916584868399659
2424,-119.54,36.61,20.0,7.307202314764738,5.765191102784844,7.29641326877392,5.7899601708972535,1.4937,54700.0,False,True,False,False,False,0.7889737897547812,1.2620470778873012
935,-122.04,37.5,17.0,6.0112671744041615,4.584967478670572,5.730099782973574,4.61512051684126,3.1696,156300.0,False,False,False,True,False,0.762728946434665,1.3025157528320561
2016,-119.81,36.71,25.0,6.934397209928558,5.402677381872279,6.672032945461067,5.214935757608986,1.5625,52800.0,False,True,False,False,False,0.7791127647168543,1.3297186259314409
6578,-118.18,34.2,44.0,7.295735072749282,5.5254529391317835,6.505784060128229,5.480638923341991,8.72,415900.0,True,False,False,False,False,0.7573538353620075,1.3311833117990701
8381,-118.36,33.96,21.0,7.497207223203318,6.322565239927284,7.160069207596127,6.324358962381311,2.7284,146900.0,True,False,False,False,False,0.8433227269428274,1.1854493503291588
17337,-120.44,34.88,9.0,8.047189562170502,6.030685260261263,7.064759027791802,6.0112671744041615,6.7694,275100.0,True,False,False,False,False,0.7494150863068095,1.3386843952694785
5565,-118.29,33.91,31.0,7.613818684808629,6.428105272684596,7.710653323501202,6.386879319362645,2.4741,151200.0,True,False,False,False,False,0.8442682363201252,1.192103107651707
8399,-118.37,33.95,32.0,6.97354301952014,5.659482215759621,6.960347729101308,5.627621113690637,2.8438,181700.0,True,False,False,False,False,0.8115648243536696,1.239163561056945
16471,-121.25,38.13,25.0,7.174724309836376,5.602118820879701,6.672032945461067,5.4638318050256105,3.2993,91100.0,False,True,False,False,False,0.7808131126654343,1.3131305219236606
16889,-122.37,37.59,39.0,8.443761913330354,7.087573705557973,7.676473646389156,7.01571242048723,3.4412,353800.0,False,False,False,False,True,0.8393857830558513,1.2035501752712876
6075,-117.87,34.08,33.0,8.41604600941128,6.57507584059962,7.61972421378267,6.639875833826536,5.6015,267200.0,True,False,False,False,False,0.7812547404383261,1.2675005105571597
2491,-120.25,36.65,31.0,7.071573364211532,5.402677381872279,6.61338421837956,5.4116460518550396,2.4937,66000.0,False,True,False,False,False,0.7639993398378139,1.3067324241923568
12989,-121.26,38.68,4.0,8.033009498596668,6.71901315438526,7.086737934510577,6.52795791762255,2.7477,133000.0,False,True,False,False,False,0.8364253964294506,1.23055473089236
14692,-117.11,32.79,16.0,7.853604813097837,6.648984550024776,7.029972911706386,6.582025138892826,3.3849,96900.0,False,False,False,False,True,0.8466156253413647,1.1931897322438525
14702,-117.07,32.79,36.0,8.18423477409482,6.466144724237619,7.445417556701687,6.401917196727186,3.9745,170800.0,False,False,False,False,True,0.7900732203705357,1.2784037222910034
1690,-122.24,38.01,11.0,8.230044310126114,6.338594078203183,7.575584651557793,6.320768294250582,5.7862,269400.0,False,False,False,True,False,0.770177393869469,1.3020639148586135
7765,-118.11,33.91,29.0,6.7912214627261855,5.117993812416755,6.393590753950631,5.099866427824199,4.9609,186700.0,True,False,False,False,False,0.7536190419509968,1.331646928177212
5759,-118.29,34.17,17.0,8.256607344626158,6.9726062513017535,8.00202481821611,6.901737206656574,2.3482,255400.0,True,False,False,False,False,0.844488051843703,1.1963085665827498
5000,-118.28,33.99,49.0,7.684783943522785,6.1779441140506,7.529406457837013,6.184148890937483,1.7159,95000.0,True,False,False,False,False,0.8039190378615337,1.2426582993149464
4352,-118.37,34.1,37.0,6.0112671744041615,4.219507705176107,4.61512051684126,3.871201010907891,15.0001,500001.0,True,False,False,False,False,0.7019331503252217,1.5528171121742842
17602,-121.88,37.3,42.0,7.532623618788788,5.988961416889864,6.833031732786201,5.966146739123692,4.325,247000.0,True,False,False,False,False,0.7950697817891055,1.2625609037392165
8641,-118.39,33.87,34.0,7.78155595923534,6.152732694704104,6.992096427415888,6.0844994130751715,5.9683,394600.0,True,False,False,False,False,0.7906815458162826,1.2789147357814368
7564,-118.19,33.89,31.0,6.787844982309579,5.41610040220442,7.051855622955894,5.5134287461649825,2.1071,99500.0,True,False,False,False,False,0.7979116223661283,1.2311476750345332
8603,-118.38,33.88,27.0,8.019612794400267,6.408528791059498,7.259819610363186,6.336825731146441,5.5771,345500.0,True,False,False,False,False,0.7991070086992584,1.265556784208642
1763,-122.34,37.95,45.0,7.029087564149662,5.484796933490655,6.555356891810665,5.602118820879701,3.6719,134100.0,False,False,False,True,False,0.780299986795537,1.2547194711314396
16652,-120.66,35.28,31.0,7.928045600874777,6.739336627357174,7.214504414151143,6.678342114654332,1.4036,209600.0,False,False,False,False,True,0.8500627981521144,1.187127802793782
15606,-116.62,32.86,18.0,8.32263709695394,6.742880635791903,7.617267813628347,6.61472560020376,4.0159,169100.0,True,False,False,False,False,0.8101855886831563,1.2581983894687285
1684,-122.31,38.01,18.0,8.32457884513685,6.774223886357614,7.547501682814967,6.650279048587422,3.2759,195000.0,False,False,False,True,False,0.813761754483839,1.2517638409331204
8745,-118.33,33.82,26.0,8.629092283913646,6.840546529288687,7.946263643580541,6.84587987526405,6.5861,417800.0,True,False,False,False,False,0.7927307188545004,1.260479652161705
5212,-118.28,33.93,45.0,6.272877006546167,4.727387818712341,6.1070228877422545,4.795790545596741,3.5833,90600.0,True,False,False,False,False,0.7536235468635835,1.3079964495750578
17971,-121.95,37.32,39.0,7.060476365999801,5.298317366548036,6.429719478039138,5.44673737166631,4.6304,263200.0,True,False,False,False,False,0.75041924820575,1.2962762630576041
10386,-117.64,33.61,14.0,8.562740006372207,6.698268054115413,8.020270472819238,6.733401891837359,5.826,247900.0,True,False,False,False,False,0.7822575541392949,1.271681112151123
19989,-119.32,36.19,11.0,7.156176637480615,5.676753802268282,6.759255270663693,5.749392985908253,1.0962,72300.0,False,True,False,False,False,0.7932663054369246,1.2446838570646301
7062,-118.03,33.93,35.0,7.81237820598861,6.0330862217988015,7.234898420314831,6.021023349349527,5.2736,179500.0,True,False,False,False,False,0.7722470754390917,1.2975166766015962
8196,-118.13,33.79,20.0,8.806723554725636,7.494430215031565,8.195885391314796,7.3777589082278725,3.7716,242900.0,False,False,False,False,True,0.8509896067999203,1.1936854625195388
12219,-117.27,33.55,4.0,8.718172930028725,6.792344427470809,7.644440761556566,6.569481420414296,5.5351,429000.0,True,False,False,False,False,0.7791018235111367,1.3270717081164871
4002,-118.66,34.18,25.0,8.796792687674662,6.754604099487962,7.832014180505469,6.738152494595957,8.3912,419000.0,True,False,False,False,False,0.7678485033473569,1.3055199766894185
12365,-116.47,33.81,7.0,9.220884585851854,7.8168199657645525,8.744328763999984,7.647786045440933,2.4497,90900.0,False,True,False,False,False,0.8477299431508295,1.2056933249785002
7523,-118.24,33.91,38.0,6.61472560020376,5.030437921392435,6.582025138892826,5.081404364984463,1.875,102900.0,True,False,False,False,False,0.7604907936373774,1.3017514696892236
6901,-118.15,34.04,33.0,6.70808408385307,5.278114659230517,6.499787040655854,5.293304824724492,2.1944,203300.0,True,False,False,False,False,0.7868289355429203,1.2672771181663838
17939,-121.94,37.34,41.0,7.674152921281675,6.161207321695077,6.996681488176539,6.152732694704104,3.7321,250000.0,True,False,False,False,False,0.8028517785473164,1.2472755281384345
20260,-119.18,34.21,30.0,7.00033446027523,5.44673737166631,6.60934924316738,5.438079308923196,3.8625,234700.0,False,False,False,False,True,0.7780681626820674,1.2872806854413787
11175,-117.97,33.82,26.0,8.297543529356284,6.893656354602635,7.8009820712577405,6.827629234502852,3.7655,197700.0,True,False,False,False,False,0.8308068924511491,1.2152891207720162
17700,-121.83,37.29,20.0,7.744569809354496,6.135564891081739,7.707062655370473,6.124683390894205,4.2589,191000.0,True,False,False,False,False,0.7922408916336094,1.2644849235584383
11448,-117.98,33.68,14.0,8.130647968160584,6.169610732491456,7.341483852363161,6.159095388491933,7.3982,369100.0,True,False,False,False,False,0.7588092310294947,1.3201042450734621
15340,-117.29,33.19,18.0,8.738094230177667,7.1180162044653335,8.325548307161398,7.0587581525186645,3.0704,151600.0,False,False,False,False,True,0.814595953873183,1.2379081477752276
3963,-118.57,34.2,18.0,8.875985891325971,7.533693709848633,8.443115988019922,7.438383530044307,3.1818,208000.0,True,False,False,False,False,0.8487726098360421,1.1932681147019453
3305,-122.65,38.96,27.0,7.670428522190693,6.364750756851911,6.80128303447162,5.908082938168931,1.6769,63200.0,False,True,False,False,False,0.8297777286417009,1.2982939817307233
10821,-117.93,33.65,29.0,7.134093721192866,5.929589143389895,7.089243155027514,5.8944028342648505,3.5179,225000.0,True,False,False,False,False,0.8311622155698887,1.2103166210021392
8837,-118.38,34.08,52.0,7.299797366758161,5.8888779583328805,6.481577129276431,5.849324779946859,2.945,431400.0,True,False,False,False,False,0.806718003591397,1.2479726534905244
4533,-118.22,34.03,45.0,6.318968113746434,5.3706380281276624,6.790097235513905,5.389071729816501,1.8125,139600.0,True,False,False,False,False,0.8499232677633312,1.1725522372962731
5983,-117.71,34.12,20.0,9.328212292571072,7.546446273746024,8.507748732588238,7.528331766707247,5.6785,239500.0,False,True,False,False,False,0.808991694984897,1.239080925447984
13237,-117.69,34.13,8.0,7.977968093128549,5.918893854273146,7.148345743900068,5.872117789475416,7.9627,345400.0,False,True,False,False,False,0.7419049293229324,1.3586185391967858
17590,-121.91,37.31,46.0,8.023879992734878,6.376726947898627,7.2254814727822945,6.3818160174060985,4.7287,340000.0,True,False,False,False,False,0.7947186340862967,1.257303559182861
5371,-118.38,34.04,31.0,7.954021087278037,6.590301048196686,7.659642954564682,6.511745329644728,2.7226,254200.0,True,False,False,False,False,0.8285496072844795,1.2214883544458268
8574,-118.44,33.88,35.0,7.611347717403621,6.113682179832232,6.586171654854675,5.991464547107982,6.6494,500001.0,False,False,False,False,True,0.8032325426222582,1.2703651432065204
1861,-124.3,41.84,17.0,7.8928255262511176,6.2766434893416445,7.126890808898808,6.124683390894205,3.0313,103600.0,False,False,False,False,True,0.7952340348162851,1.2886911898149176
8321,-118.29,33.95,31.0,7.951559331155252,6.675823221634848,7.779466967458324,6.593044534142437,2.0,109800.0,True,False,False,False,False,0.8395615178872019,1.206052725713845
111,-122.25,37.82,32.0,8.245384468120747,7.002155954403621,7.499423290592229,6.930494765951626,2.6429,218500.0,False,False,False,True,False,0.8492212802782164,1.1897252283673825
934,-122.04,37.53,25.0,8.402679804627477,6.827629234502852,8.00603417874901,6.792344427470809,3.9667,218500.0,False,False,False,True,False,0.8125537796576252,1.2370809363912498
6312,-117.98,34.02,32.0,7.988203597022576,6.480044561926653,7.623153068476902,6.481577129276431,3.1979,183900.0,True,False,False,False,False,0.8112017280508405,1.2324475104895245
13363,-117.64,33.99,29.0,6.913737350659685,5.030437921392435,6.2422232654551655,5.0106352940962555,2.4375,181300.0,False,True,False,False,False,0.7276003796864584,1.3798125277259243
17228,-119.74,34.45,29.0,7.834788107388194,5.963579343618446,6.996681488176539,6.016157159698354,6.0597,383100.0,True,False,False,False,False,0.7611666406133943,1.302291130270444
4960,-118.3,34.0,52.0,7.463936604468925,6.045005314036012,7.095893221097532,5.953243334287785,1.6875,116000.0,True,False,False,False,False,0.8098950506113157,1.253759704643733
19147,-122.69,38.35,12.0,7.346655163176539,5.236441962829949,6.530877627725885,5.241747015059643,7.226,255300.0,True,False,False,False,False,0.7127654485644623,1.4015661461855091
8443,-118.36,33.9,40.0,7.148345743900068,5.6240175061873385,6.587550014824796,5.459585514144159,5.0452,231900.0,True,False,False,False,False,0.7867579028317857,1.3093202268525392
2449,-119.54,36.52,16.0,7.902487437162855,6.030685260261263,7.009408932708637,5.921578419643816,4.2045,120900.0,False,True,False,False,False,0.7631375953729318,1.334523817323387
2832,-119.01,35.38,36.0,6.673297967767654,5.41610040220442,6.056784013228625,5.342334251964811,1.4427,50600.0,False,True,False,False,False,0.8116077580177661,1.2491352380868606
16948,-122.34,37.53,27.0,8.113726085970747,6.1779441140506,7.2115567333138015,6.129050210060545,7.3081,464600.0,False,False,False,False,True,0.7614188658319065,1.323814589192376
7694,-118.12,33.96,38.0,7.171656822768514,5.579729825986222,6.777646593635117,5.62040086571715,4.625,191300.0,True,False,False,False,False,0.7780252128450631,1.2760045046810782
11516,-118.06,33.72,17.0,8.428143374582726,6.843749949006225,7.3901814282264295,6.680854678790215,5.7704,500001.0,False,False,False,False,True,0.8120115718065909,1.261536701485163
12,-122.26,37.85,52.0,7.820840879907344,6.163314804034641,7.002155954403621,6.150602768446279,3.075,213500.0,False,False,False,True,False,0.788062933215905,1.271556817167529
17411,-120.64,34.97,5.0,7.645397699428633,6.152732694704104,7.555905093611346,6.180016653652572,2.4318,86100.0,False,False,False,False,True,0.804762935375346,1.237116035101617
4872,-118.27,34.02,39.0,7.60339933974067,6.452048954437226,8.02322468471667,6.432940092739179,1.875,127300.0,True,False,False,False,False,0.8485742581892702,1.1819477921646715
5915,-118.44,34.28,32.0,6.269096283706261,4.990432586778736,6.368187186350492,4.969813299576001,1.7708,138800.0,True,False,False,False,False,0.7960369981474291,1.2614349686418016
20124,-118.75,34.42,28.0,6.90875477931522,5.332718793265369,6.302618975744905,5.043425116919247,2.4167,191700.0,True,False,False,False,False,0.7718784301378744,1.3698537440633998
19907,-119.25,36.32,32.0,7.507690077819904,5.846438775057725,6.70073110954781,5.703782474656201,2.75,72200.0,False,True,False,False,False,0.7787267074769053,1.3162651470632099
10614,-117.8,33.67,5.0,7.81923445385907,5.963579343618446,7.045776576879511,5.986452005284438,8.284,302500.0,True,False,False,False,False,0.7626807175062014,1.306155039238062
19627,-121.03,37.32,42.0,7.974532844130228,6.331501849893691,7.284820912568604,6.313548046277095,2.2566,82100.0,False,True,False,False,False,0.7939652357885874,1.2630826257562995
14962,-116.91,32.75,5.0,9.072341873818893,7.387090235656757,8.38320455141292,7.331714969726466,4.7813,240900.0,True,False,False,False,False,0.8142429307006759,1.2374106073789946
1966,-120.59,38.76,21.0,7.455298485683291,6.035481432524756,6.595780513961311,5.814130531825066,1.7266,94700.0,False,True,False,False,False,0.8095559747359456,1.282272292456265
13770,-117.02,34.03,19.0,8.392989587956931,6.47543271670409,7.395107546562485,6.429719478039138,4.2361,191600.0,False,True,False,False,False,0.7715287441790306,1.3053430428222241
19022,-121.97,38.34,16.0,7.754481547470383,6.111467339502679,6.980075940561763,5.993961427306569,4.0329,126800.0,False,True,False,False,False,0.7881206889319792,1.2937156238849732
14915,-117.05,32.59,16.0,8.451907724717607,6.835184586147301,8.03073492409854,6.763884908562435,3.0495,98300.0,False,False,False,False,True,0.8087150036148409,1.249564095039272
6230,-117.94,34.06,34.0,7.561121589530238,6.0473721790462776,7.115582126184454,6.104793232414985,3.6648,193900.0,True,False,False,False,False,0.7997982981016963,1.2385549029543703
18186,-122.03,37.38,21.0,7.889084407035514,6.683360945766275,7.2682230211595655,6.590301048196686,3.8732,252400.0,True,False,False,False,False,0.8471656026149281,1.1970749665820222
6336,-117.97,33.99,23.0,8.112527763478637,6.3473892096560105,7.353081920515432,6.320768294250582,5.7268,300300.0,True,False,False,False,False,0.7824181802164042,1.2834717847287413
19683,-121.63,39.14,39.0,7.536363938404511,6.021023349349527,6.71295620067707,5.934894195619588,2.5038,68300.0,False,True,False,False,False,0.7989294835758967,1.2698396449875942
9904,-122.27,38.32,31.0,7.145196134997171,5.768320995793772,6.302618975744905,5.697093486505405,1.9946,206800.0,False,False,False,True,False,0.807300581651011,1.254182707712601
19387,-120.86,37.76,32.0,6.872128101338986,5.293304824724492,6.436150368369428,5.308267697401205,3.0917,88900.0,False,True,False,False,False,0.770257007242506,1.2946084284150567
15352,-117.31,33.25,14.0,8.155936337972394,6.639875833826536,7.669028288589683,6.5337888379333435,3.125,102300.0,True,False,False,False,False,0.8141157015795494,1.2482705732118733
3734,-118.4,34.19,30.0,6.257667587882639,4.844187086458591,5.726847747587197,4.867534450455582,4.1125,216700.0,True,False,False,False,False,0.7741202322473769,1.2855928708007287
9387,-122.5,37.88,28.0,8.603187384583098,6.993932975223189,7.650168700845001,6.931471805599453,4.7475,474600.0,False,False,False,True,False,0.8129467210904077,1.2411775775576526
3408,-118.31,34.26,37.0,7.275864600546533,5.5093883366279774,6.437751649736401,5.480638923341991,5.76,239400.0,True,False,False,False,False,0.7572142472544273,1.327557735934526
10979,-117.85,33.77,23.0,8.687610843707368,7.094234845924755,8.18060094759445,7.048386408721883,4.0398,233100.0,True,False,False,False,False,0.8165921533033755,1.2325673338449579
6171,-117.92,34.08,35.0,7.653969180478774,6.013715156042802,7.1372784372603855,6.028278520230698,4.1312,185200.0,True,False,False,False,False,0.7856988987335627,1.2696774302634348
20466,-118.75,34.27,24.0,8.08394570229562,6.135564891081739,7.357556200910353,6.102558594613569,5.5983,233300.0,True,False,False,False,False,0.7589814574508343,1.3246813737160879
14522,-117.13,32.9,15.0,7.932362154339751,6.4692503167957724,7.4949862339505335,6.447305862541213,3.7156,175200.0,True,False,False,False,False,0.8155515584038837,1.2303374965389344
5129,-118.27,33.98,45.0,7.436617265234227,6.052089168924417,7.315218389752975,6.063785208687608,1.3042,99200.0,True,False,False,False,False,0.8138228650299913,1.2263985298456412
11216,-117.92,33.81,34.0,6.8966943316227125,5.159055299214529,6.633318433280377,5.220355825078324,5.6047,205100.0,True,False,False,False,False,0.7480475501950603,1.321115755843949
19930,-119.33,36.31,17.0,7.784057002639929,6.016157159698354,7.00397413672268,6.016157159698354,4.0577,107300.0,False,True,False,False,False,0.7728819505892622,1.2938586536243706
9501,-123.59,38.8,17.0,8.556990661290303,6.945051063725834,7.463363045520021,6.6895992691789665,3.1201,176100.0,False,False,False,False,True,0.811623073885486,1.279148468685558
1188,-121.55,39.44,31.0,7.268920128193722,5.648974238161206,6.699500340161678,5.66988092298052,1.7727,49000.0,False,True,False,False,False,0.7771407772456758,1.2820234193512174
8764,-118.37,33.81,36.0,7.157735484249907,5.3471075307174685,6.335054251498059,5.3471075307174685,6.9296,500001.0,False,False,False,False,True,0.7470389961299077,1.3386182049137676
19461,-120.99,37.69,25.0,7.928045600874777,5.953243334287785,6.966967138613983,5.945420608606575,6.4788,199400.0,False,True,False,False,False,0.7509093204043764,1.33347093885976
2878,-118.97,35.38,42.0,7.078341579557671,5.883322388488279,6.946013991099227,5.703782474656201,0.9951,48000.0,False,True,False,False,False,0.8311724324634712,1.2409908005799823
